中文名,外文名,软科排名,独立学院,民办高校
天津广播影视职业学院,Tianjin Broadcasting Tv And Film Institute,,否,否
天津国土资源和房屋职业学院,Tianjin Land Resources And House Vocational College,,否,否
天津海运职业学院,Tianjin Maritime College,,否,否
天津机电职业技术学院,Tianjin Vocational College Of Mechanics And Electricity,,否,否
天津交通职业学院,Tianjin Transportation Technical College,,否,否
天津警察学院,Tianjin Police Institute,,否,否
天津开发区职业技术学院,Teda Polytechnic,,否,否
天津理工大学中环信息学院,Zhonghuan information College Tianjin University of Technology,,是,否
天津美术学院,Tianjin Academy of Fine Arts,,否,否
天津轻工职业技术学院,Tianjin Light Industry Vocational Technical College,,否,否
天津仁爱学院,Tianjin Renai College,,否,是
天津商务职业学院,Tianjin College Of Commerce,,否,否
天津商业大学宝德学院,Tianjin University of Commerce Boustead College,,是,否
天津生物工程职业技术学院,Tianjin Vocational College Of Bioengineering,,否,否
天津师范大学津沽学院,Tianjin Normal University Jingu College,,是,否
天津石油职业技术学院,Tianjin Petroleum Vocational And Technical College,,否,否
天津体育职业学院,Tianjin Vocational College Of Sports,,否,否
天津天狮学院,Tianshi College,,否,是
天津铁道职业技术学院,Tianjin Railway Technical And Vocational College,,否,否
天津外国语大学滨海外事学院,BinHai School of Foreign Affairs of Tianjin Foreign Studies University,,是,否
天津现代职业技术学院,Tianjin Modern Vocational Technology College,,否,否
天津医科大学临床医学院,Clinical Medical College of Tianjin Medical University,,是,否
天津医学高等专科学校,Tianjin Medical College,,否,否
天津艺术职业学院,Tianjin Art Vocational College,,否,否
天津音乐学院,Tianjin Conservatory of Music,,否,否
天津职业大学,Tianjin Vocational University,,否,否
天津中德应用技术大学,Tianjin Sino-German University of Applied Sciences,,否,否
天门职业学院,Tianmen Vocational College,,否,否
天水师范大学,Tianshui Normal University,,否,否
铁岭师范高等专科学校,Tieling Normal College,,否,否
铁岭卫生职业学院,Tieling Health Vocational College,,否,否
铁门关职业技术学院,Tiemenguan Vocational And Technical College,,否,否
通化师范学院,Tonghua Normal University,,否,否
通化医药健康职业学院,Tong Hua Yi Yao Jian Kang Zhi Ye Xue Yuan,,否,否
通辽职业学院,Tongliao Vocational College,,否,否
同济大学浙江学院,TongJi ZheJiang College,,是,否
桐城师范高等专科学校,Tongcheng Teachers College,,否,否
铜川职业技术学院,Tongchuan Vocational And Technical College,,否,否
铜陵学院,Tongling University,,否,否
铜陵职业技术学院,Tongling Polytechnic,,否,否
铜仁幼儿师范高等专科学校,Tongren Preschool Education College,,否,否
铜仁职业技术大学,Tongren Polytechnic University,,否,否
图木舒克职业技术学院,Tumushuke Vocational and Technical College,,否,否
吐鲁番职业技术学院,Tulufan Vocational Technical College,,否,否
皖北卫生职业学院,North Anhui Health Vocational College,,否,否
皖江工学院,Wanjiang University of Technology,,否,是
皖西卫生职业学院,West Anhui Health Vocational College,,否,否
皖西学院,West Anhui University,,否,否
网络空间安全学院,Cyberspace Security University of China,,否,否
威海海洋职业学院,Weihai Ocean Vocational College,,否,否
威海职业学院,Weihai Vocational College,,否,否
潍坊工程职业学院,Weifang Engineering Vocational College,,否,否
潍坊工商职业学院,Weifang Business Vocational College,,否,是
潍坊护理职业学院,Weifang Nursing Vocational College,,否,否
潍坊环境工程职业学院,Weifang Environmental Engineering Vocational College,,否,是
潍坊科技学院,Weifang University of Science and Technology,,否,是
潍坊理工学院,Weifeng Institute of Technology,,否,是
潍坊食品科技职业学院,Weifang Vocational College of Food Science and Technology,,否,是
潍坊学院,Weifang University,,否,否
潍坊职业学院,Weifang Vocational College,,否,否
渭南师范学院,Weinan Normal University,,否,否
渭南职业技术学院,Weinan Vocational And Technical College,,否,否
温州科技职业学院,Wenzhou Vocational College Of Science And Technology,,否,否
温州商学院,Wenzhou Business College,,否,是
温州医科大学仁济学院,Wenzhou Medical University RenJi College,,是,否
温州职业技术大学,Wenzhou Polytechnic,,否,否
文华学院,Wenhua College,,否,是
文山学院,Wenshan University,,否,否
文山职业技术学院,Wenshan Vocational and Technical College,,否,否
乌海职业技术学院,Wuhai Vocational And Technical College,,否,否
乌兰察布医学高等专科学校,Wulanchabu Medical College,,否,否
乌兰察布职业学院,Ulanqab Vocational College,,否,否
乌鲁木齐职业大学,Urumqi Vocational University,,否,否
乌鲁木齐职业技术学院,Urumqi Vocational Technical College,,否,否
无锡城市职业技术学院,Wuxi City College Of Vocational Technology,,否,否
无锡工艺职业技术学院,Wuxi Vocational Institute Of Arts & Technology,,否,否
无锡科技职业学院,Wuxi Vocational College Of Science And Technology,,否,否
无锡南洋职业技术学院,Wuxi South Ocean College,,否,是
无锡商业职业技术学院,Wuxi Vocational Institute Of Commerce,,否,否
无锡师范高等专科学校,Wuxi Normal College,,否,否
无锡太湖学院,Wuxi Taihu University,,否,是
无锡职业技术大学,Wuxi University of Technology,,否,否
芜湖航空职业学院,Wuhu Aviation Vocational College,,否,是
芜湖学院,Wuhu University,,否,是
芜湖医药健康职业学院,Wuhu Vocational College of Medical and Health,,否,是
芜湖职业技术大学,Wuhu Vocational Technical University,,否,否
梧州学院,Wuzhou University,,否,否
梧州医学高等专科学校,Wuzhou Medical College,,否,是
梧州职业学院,Wuzhou Vocational College,,否,否
武昌工学院,Wuchang Institute of Technology,,否,是
武昌理工学院,Wuchang University of Technology,,否,是
武昌首义学院,Wuchang Shouyi University,,否,是
武昌职业学院,Wuchang Polytechnic College,,否,是
武汉城市学院,City University of Wuhan,,否,是
武汉城市职业学院,Wuhan City Polytechnic,,否,否
武汉传媒学院,Wuhan College of Communication,,否,是
武汉船舶职业技术学院,Wuhan Institute Of Shipbuilding Technology,,否,否
武汉电力职业技术学院,Wuhan Electric Power Technical College,,否,否
武汉东湖学院,Wuhan Donghu University,,否,是
武汉纺织大学外经贸学院,"College of International Business and Economics, WTU",,是,否
武汉工程大学邮电与信息工程学院,College of Post and Telecommunication of WIT,,是,否
武汉工程科技学院,Wuhan University of Engineering Science,,否,是
武汉工程职业技术学院,Wuhan Engineering Institute,,否,否
武汉工贸职业学院,Wuhan Vocational College Of Industry And Trade,,否,是
武汉工商学院,Wuhan Technology and Business University,,否,是
武汉光谷职业学院,Wuhan Guanggu Vocational College,,否,是
武汉海事职业学院,Wuhan Maritime Vocational College,,否,否
武汉航海职业技术学院,Wuhan Marine College,,否,否
武汉华夏理工学院,Wuhan Huaxia Institute of Technology,,否,是
武汉交通职业学院,Wuhan Technical College Of Communications,,否,否
武汉警官职业学院,Wuhan Police Vocational College,,否,否
武汉科技职业学院,Wuhan Vocational College Of Science And Technology,,否,是
武汉民政职业学院,Wuhan Social Work Polytechnic,,否,否
武汉晴川学院,Wuhan Qingchuan University,,否,是
武汉软件工程职业学院,Wuhan Vocational College Of Software And Engineering,,否,否
武汉商贸职业学院,Wuhan International Trade University,,否,是
武汉商学院,Wuhan Business University,,否,否
武汉设计工程学院,Wuhan Institute of Design and Sciences,,否,是
武汉生物工程学院,Wuhan University of Bioengineering,,否,是
武汉体育学院体育科技学院,The College of Sports Science and Technology of Wuhan Sports University,,是,否
武汉铁路桥梁职业学院,Wuhan Railway Bridge Vocational College,,否,否
武汉铁路职业技术学院,Wuhan Railway Vocational College Of Technology,,否,否
武汉外语外事职业学院,Wuhan College Of Foreign Languages And Foreign Affairs,,否,是
武汉文理学院,Wuhan College of Arts & Sciences,,否,是
武汉信息传播职业技术学院,Wuhan Vocational College Communications And Publishing,,否,是
武汉学院,Wuhan College,,否,是
武汉音乐学院,Wuhan conservatory of Music,,否,否
武汉职业技术大学,Wuhan Technical University,,否,否
武威职业技术大学,Wuwei Vocational and Technical University,,否,否
武夷山职业学院,Wuyishan Vocational College,,否,是
武夷学院,Wuyi University,,否,否
西安财经大学行知学院,Xing Zhi College of Xi'an University of Finance and Economics,,是,否
西安城市建设职业学院,Xi'An Urban Architectural College,,否,是
西安电力高等专科学校,Xi'an Electric Power College,,否,否
西安电子科技大学长安学院,Chang'an College Of Xidian University,,是,否
西安翻译学院,Xi'an FanYi University,,否,是
西安高新科技职业学院,Xi'an High-Tech University,,否,是
西安工商学院,Xi'an Technology and Business College,,否,是
西安海棠职业学院,Xi'an Haitang Vocational College,,否,是
西安航空学院,Xihang University,,否,否
西安航空职业技术学院,XI'AN Aeronautical Polytechnic Institute,,否,否
西安建筑科技大学华清学院,Xi'an University of Architecture and Technology Huaqing College,,是,否
西安健康工程职业学院,Xi'An Health Engineering Voctional College,,否,是
西安交通大学城市学院,Xi'an Jiaotong University City College,,是,否
西安交通工程学院,Xi'an Traffic Engineering University,,否,是
西安科技大学高新学院,Xi'an Kedagaoxin University,,是,否
西安理工大学高科学院,The Hi-Tech College of Xi'an University of Technology,,是,否
西安美术学院,Xi'an Academy of Fine Arts,,否,否
西安明德理工学院,Xi'an Mingde Institute of Technology,,否,是
西安欧亚学院,Xi'an Eurasia University,,否,是
西安培华学院,Xi'an Peihua University,,否,是
西安汽车职业大学,Xi'an Vocational University of Automobile,,否,是
西安思源学院,Xi'an Siyuan University,,否,是
西安体育学院,Xi'an Physical Education University,,否,否
西安铁路职业技术学院,Xi'An Railway Vocational & Technical Institute,,否,否
西安外事学院,Xi'an International University,,否,是
西安文理学院,Xi'an University,,否,否
西安戏剧学院,Xi'an Academy of Drama,,否,否
西安信息职业大学,Xi'an Vocational University of Information,,否,是
西安医学高等专科学校,Xi'an Medical College,,否,是
西安音乐学院,Xi'an conservatory of music,,否,否
西安职业技术学院,Xi'an Vocational And Technical College,,否,否
西北大学现代学院,Modern College of Northwest University,,是,否
西藏警官高等专科学校,Tibet Police College,,否,否
西藏职业技术学院,Xizang Vocational Technical College,,否,否
西昌民族幼儿师范高等专科学校,Xichang Minzu Preschool Normal College,,否,否
西昌学院,Xichang University,,否,否
西昌医学高等专科学校,Xichang Medical College,,否,否
西湖大学,Westlake University,,否,是
西京学院,Xijing University,,否,是
西南财经大学天府学院,Tianfu College of Swufe,,是,否
西南交通大学希望学院,Southwest Jiaotong University Hope College,,是,否
西宁城市职业技术学院,Xining Urban Vocation & Technical College,,否,否
西双版纳职业技术学院,Xishuangbanna Vocational And Technical College,,否,否
锡林郭勒职业学院,Xilingol Vocational College,,否,否
仙桃职业学院,Xiantao Vocational College,,否,否
咸宁职业技术学院,Xianning Vocational Technical College,,否,否
咸阳师范学院,Xianyang Normal University,,否,否
咸阳职业技术学院,Xianyang Vocational Technical College,,否,否
香港城市大学（东莞）,City University of Hong Kong (Dongguan),,否,否
香港科技大学（广州）,The Hong Kong University of Science and Technology (Guangzhou),,否,否
香格里拉职业学院,Shangri-La Vocational College,,否,否
湘南学院,Xiangnan University,,否,否
湘南幼儿师范高等专科学校,Xiangnan Preschool Education College,,否,否
湘潭大学兴湘学院,Xingxiang College of Xiangtan University,,是,否
湘潭科技职业学院,Xiangtan Vocational College of Science and Technology,,否,否
湘潭理工学院,Xiangtan Institute of Technology,,否,是
湘潭医卫职业技术学院,Xiangtan Medicine&Health Vocational College,,否,否
湘西民族职业技术学院,Xiangxi Vocational And Technical College For Nationalities,,否,否
湘中幼儿师范高等专科学校,Xiangzhong Normal College For Preschool Education,,否,否
襄阳科技职业学院,Xiangyang Vocational College of Science and Technology,,否,否
襄阳汽车职业技术学院,Xiangyang Auto Vocational Technical College,,否,否
襄阳职业技术大学,Xiangyang Polytechnic University,,否,否
潇湘职业学院,Loudi Xiaoxiang Vocational College,,否,是
忻州师范学院,Xinzhou Teachers University,,否,否
忻州职业技术学院,Xinzhou Vocational And Technical College,,否,否
新疆第二医学院,Xinjiang Second Medical College,,否,否
新疆工程学院,Xinjiang Institute of Engineering,,否,否
新疆工程职业大学,Bingtuan Xingxin Vocational and Technical College,,否,否
新疆工业学院,Xinjiang University of Technology,,否,否
新疆工业职业技术大学,,,否,否
新疆工业职业技术学院,Xinjiang Industrial Vocational And Technical College,,否,否
新疆和田学院,Hetian Normal College,,否,否
新疆建设职业技术学院,Xinjiang Vocation And Technical College Of Construction,,否,否
新疆交通职业技术大学,Xinjiang Communications Polytechnic University,,否,否
新疆警察学院,Xinjiang Police College,,否,否
新疆科技学院,Xinjiang College Of Science & Technology,,否,否
新疆科技职业技术学院,Xinjiang Science And Technology Career Technical College,,否,是
新疆科信职业技术学院,Xinjiang Science & Information Vocational Technical College,,否,是
新疆理工学院,Xinjiang Institute of Technology,,否,否
新疆理工职业大学,Xinjiang Vocational University of Technology,,否,否
新疆能源铁道职业技术大学,,,否,否
新疆能源职业技术学院,Xinjiang Vocational Institute Of Energy Technical,,否,是
新疆农业职业技术大学,Xinjiang Agricultural Vocational and Technical University,,否,否
新疆轻工职业技术学院,Xinjiang Industry Technical College,,否,否
新疆师范高等专科学校,Xinjiang Teacher's College,,否,否
新疆司法警官职业学院,Xinjiang Judicial Police Vocational College,,否,否
新疆体育职业技术学院,Xinjiang Sports Vocational And Technical College,,否,否
新疆天山职业技术大学,Xinjiang Tianshan Vocational and Technical University,,否,是
新疆铁道职业技术学院,Xinjiang Railway Vocational And Technical College,,否,否
新疆现代职业技术学院,Xinjiang Modern Vocational and Technical College,,否,是
新疆艺术学院,Xinjiang Arts University,,否,否
新疆应用职业技术学院,Xinjiang Career Technical College,,否,否
新疆政法学院,Xinjiang University of Political Science And Law,,否,否
新疆职业大学,Xinjiang Vocational University,,否,否
新乡工程学院,Xinxiang Institute of Engineering,,否,是
新乡学院,Xinxiang University,,否,否
新乡职业技术学院,Xinxiang Vocational And Technical College,,否,否
新星职业技术学院,Xin Xing Zhi Ye Ji Shu Xue Yuan,,否,否
新余学院,Xinyu University,,否,否
新余职业技术学院,Xinyu Vocational and Technical College,,否,否
信阳工程职业学院,Xinyang Engineering Vocational College,,否,是
信阳航空职业学院,Xinyang Aviation Vocational College,,否,是
信阳科技职业学院,Xinyang Vocational College of Science and Technology,,否,是
信阳农林学院,Xinyang Agriculture and Forestry University,,否,否
信阳涉外职业技术学院,Xinyang International Vocation Institute,,否,是
信阳学院,Xinyang University,,否,是
信阳艺术职业学院,Xinyang Vocational College Of Art,,否,否
信阳职业技术学院,Xinyang Vocational And Technical College,,否,否
星海音乐学院,Xinghai Conservatory of Music,,否,否
邢台新能源职业学院,Xingtai Polytechnic Institute of New Energy,,否,是
邢台学院,Xingtai University,,否,否
邢台医学院,Xingtai Medical College,,否,否
邢台应用技术职业学院,Xingtai Vocational College Of Applied Technology,,否,是
兴安职业技术大学,Xing'an Polytechnic University,,否,否
兴义民族师范学院,Minzu Normal University of Xingyi,,否,否
徐州工业职业技术学院,Xuzhou College Of Industrial Technology,,否,否
徐州生物工程职业技术学院,Xuzhou Vocational College Of Bioengineering,,否,否
徐州幼儿师范高等专科学校,Xuzhou Kindergarten Teachers College,,否,否
许昌电气职业学院,Xuchang Electric Vocational College,,否,否
许昌陶瓷职业学院,Xuchang Vocational College Of Ceramic,,否,是
许昌学院,Xuchang University,,否,否
许昌职业技术学院,Xuchang Vocational Technical College,,否,否
宣城职业技术学院,Xuancheng Vocational & Technical College,,否,否
宣化科技职业学院,Xuanhua Vocational College Of Science & Technology,,否,否
雅安职业技术学院,Ya'an Polytechnic College,,否,否
烟台城市科技职业学院,Yantai City College of Science and Technology,,否,是
烟台工程职业技术学院,Yantai Engineering & Technology College,,否,否
烟台黄金职业学院,Yantai Gold College,,否,是
烟台科技学院,Yantai Institute of Science and Technology,,否,是
烟台理工学院,Yantai Institute of Technology,,否,是
烟台南山学院,Yantai Nanshan University,,否,是
烟台汽车工程职业学院,Yantai Automobile Engineering Professional College,,否,否
烟台卫生健康职业学院,Yantai Health Vocational College,,否,否
烟台文化旅游职业学院,Yantai Vocational College Of Culture And Tourism,,否,否
烟台幼儿师范高等专科学校,Yantai Preschool Education College,,否,否
烟台职业学院,Yantai Vocational College,,否,否
延安大学西安创新学院,Xi'an Innovation College of Yan'an University,,是,否
延安职业技术学院,Yan'an Vocational & Technical College,,否,否
延边职业技术学院,Yanbian Vocational & Technical College,,否,否
炎黄职业技术学院,Yanhuang Technological College,,否,是
盐城工业职业技术学院,Yancheng Polytechnic College,,否,否
盐城农业科技职业学院,Yancheng Agricultural College,,否,否
盐城幼儿师范高等专科学校,Yancheng Kindergarten Teachers College,,否,否
燕京理工学院,Yanching Institute of Technology,,否,是
燕山大学里仁学院,"LiRen College, Yanshan University",,是,否
扬州大学广陵学院,Guangling College of Yangzhou University,,是,否
扬州工业职业技术学院,Yangzhou Polytechnic Institute,,否,否
扬州职业技术大学,Yangzhou Polytechnic University,,否,否
扬州中瑞酒店职业学院,Yangzhou Hospitality Institute,,否,是
阳光学院,Yango University,,否,是
阳江职业技术学院,Yangjiang Polytechnic,,否,否
阳泉师范高等专科学校,Yangquan Teachers College,,否,否
阳泉职业技术学院,Yangquan Vocational And Technical College,,否,否
仰恩大学,Yang-En University,,否,是
伊春职业学院,Yichun Vocational College,,否,否
伊犁师范大学,Yili Normal University,,否,否
伊犁职业技术学院,Yili Vocational And Technical College,,否,否
宜宾工业职业技术学院,Yibin Industry Polytechnic College,,否,否
宜宾学院,Yibin University,,否,否
宜宾医药健康职业学院,Yibin Vocational College of Medicine and Health,,否,否
宜宾职业技术学院,Yibin Vocational And Technical College,,否,否
宜昌科技职业学院,Yichang Vocational College of Science and Technology,,否,否
宜春学院,Yichun University,,否,否
宜春幼儿师范高等专科学校,Yichun Early Childhood Teachers College,,否,否
宜春职业技术学院,Yichun Vocational Technical College,,否,否
义乌工商职业技术学院,Yiwu Industrial & Commercial College,,否,否
益阳师范高等专科学校,Yiyang Normal College,,否,否
益阳医学高等专科学校,Yiyang Medical College,,否,否
益阳职业技术学院,Yiyang Vocational & Technical College,,否,否
银川科技学院,Yinchuan University of Science and Technology,,否,是
银川能源学院,Yinchuan University of Energy,,否,是
应急管理大学,University of Emergency Management,,否,否
应天职业技术学院,Yingtian College,,否,是
鹰潭卫生职业学院,Yingtan Health Vocational College,,否,是
鹰潭职业技术学院,Yingtan Vocational And Technical College,,否,否
营口理工学院,YingKou Institute of Technology,,否,否
营口职业技术学院,Yingkou Vocational Andtechnical College,,否,否
永城职业学院,Yongcheng Vocational College,,否,否
永州师范高等专科学校,Yongzhou Normal College,,否,否
永州职业技术学院,Yongzhou Vocational Technical College,,否,否
榆林能源科技职业学院,Yulin Energy Technology Vocational College,,否,是
榆林职业技术学院,Yulin Vocational And Technical College,,否,否
玉柴职业技术学院,Yuchai Vocational & Technical College,,否,是
玉林师范学院,Yulin Normal University,,否,否
玉林职业技术学院,Yulin Vocational Technical College,,否,否
玉溪农业职业技术学院,Yuxi Agriculture Vocation-Technical College,,否,否
玉溪师范学院,Yuxi Normal University,,否,否
玉溪职业技术学院,Yuxi Vocational and Technical College,,否,否
豫北医学院,North Henan Medical University,,否,是
豫章师范学院,Yuzhang Normal University,,否,否
岳阳科技职业学院,Yueyang Vocational College of Science and Technology,,否,是
岳阳现代服务职业学院,Yueyang Modern Service Vocational College,,否,是
岳阳学院,Yueyang University,,否,是
岳阳职业技术学院,Yueyang Vocational Technical College,,否,否
云南财经职业学院,Yunnan College Of Finance And Economics,,否,否
云南城市建设职业学院,Yunnan Urban Construction Vocational College,,否,是
云南工程职业学院,Yunnan Engineering Vocational College,,否,是
云南工贸职业技术学院,Yunnan Industry & Trade Vocational College,,否,否
云南工商学院,Yunnan Technology and Business University,,否,是
云南工业信息职业学院,Yunnan Industrial and Information Vocational College,,否,否
云南国防工业职业技术学院,Yunnan National Defense Industry Vocational And Technical College,,否,否
云南国土资源职业学院,Yunnan Land And Resourcesvocational College,,否,否
云南机电职业技术学院,Yunnan Vocational College Of Mechanical And Electrical Technology,,否,否
云南交通运输职业学院,Yunnan Vocational College Of Transportation,,否,否
云南交通职业技术大学,Yunnan Jiaotong Polytechnic University,,否,否
云南交通职业技术学院,Yunnan Communications Vocational And Technical College,,否,否
云南经济管理学院,Yunnan College of Business Management,,否,是
云南科技信息职业学院,Yunnan Institute of Technology and Information,,否,是
云南理工职业学院,Yunnan Polytechnic College,,否,是
云南林业职业技术学院,Yunnan Forestry Technological College,,否,否
云南旅游职业学院,Yunnan College Of Tourism Vocation,,否,否
云南能源职业技术学院,Yunnan Vocational Institute Of Energy Technology,,否,否
云南农业职业技术学院,Yunnan Vocational And Technical College Of Agriculture,,否,否
云南轻纺职业学院,Yunnan Light And Textile Industry Vocationalcollege,,否,否
云南三鑫职业技术学院,Yunnan Sanxin Vocational And Technical College,,否,是
云南商务职业学院,Yunnan Business Vocational College,,否,是
云南水利水电职业学院,Yunnan Waterresources And Hydropower Vocational College,,否,否
云南司法警官职业学院,Yunnan Vocational College Of Judicial Police,,否,否
云南特殊教育职业学院,Yunnan Vocational College Of Special Education,,否,否
云南体育运动职业技术学院,Yunnan Physical Science And Sports Professional College,,否,否
云南外事外语职业学院,Yunnan College Of Foreign Affairs & Foreign Language,,否,是
云南文化艺术职业学院,Yunnan Vocational College Of Culture & Art,,否,否
云南锡业职业技术学院,Yunnan Tin Vocation&Technical College,,否,否
云南现代职业技术学院,Yunnan Modern Vocational Technology College,,否,否
云南新兴职业学院,Yunnan Xinxing Occupations Institute,,否,是
云南医药健康职业学院,Yunnan Medical Health College,,否,是
云南艺术学院,Yunnan Arts University,,否,否
运城护理职业学院,Yuncheng Vocational Nursing College,,否,否
运城师范高等专科学校,Yuncheng Advanced Normal College,,否,否
运城学院,Yuncheng University,,否,否
运城幼儿师范高等专科学校,Yuncheng Preschool Education College,,否,否
运城职业技术大学,YUNCHENG VOCATIONAL AND TECHNICAL UNIVERSITY,,否,是
枣庄科技职业学院,Zaozhuang Vocational College Of Science And Technology,,否,否
枣庄学院,Zaozhuang University,,否,否
枣庄应用技术职业学院,Zaozhuang Vocational College of Applied Technology,,否,是
枣庄职业学院,Zaozhuang Vocational College,,否,否
扎兰屯职业学院,Zhalantun Vocational College,,否,否
湛江科技学院,Zhanjiang University of Science and Technology,,否,是
湛江幼儿师范专科学校,Zhanjiang Preschool Education College,,否,否
张家界航空工业职业技术学院,Zhangjiajie Institute of Aeronautical Engineering,,否,否
张家界学院,Zhangjiajie College,,否,是
张家口学院,Zhangjiakou University,,否,否
张家口职业技术学院,Zhangjiakou Vocational And Technical College,,否,否
漳州城市职业学院,Zhangzhou City College,,否,否
漳州科技职业学院,Zhangzhou College Of Science ＆ Technology,,否,是
漳州理工职业学院,Zhangzhou Institute Of Science & Technology,,否,是
漳州卫生职业学院,Zhangzhou Health Vocational College,,否,否
漳州职业技术学院,Zhangzhou Institute Of Technology,,否,否
长安大学兴华学院,Chang'an University Xinghua College,,是,否
长白山职业技术学院,Changbaishan Vocational Technical College,,否,否
长春财经学院,Changchun University of Finance and Economics,,否,是
长春大学旅游学院,The Tourism College of Changchun University,,是,否
长春电子科技学院,Changchun College Of Electronic Technology,,否,是
长春工业大学人文信息学院,College of Humanities & Information Changchun University of Technology,,是,否
长春光华学院,Changchun Guanghua University,,否,是
长春建筑学院,Changchun University of Architecture and Civil Engineering,,否,是
长春健康职业学院,Changchun Vocational College Of Health,,否,是
长春金融高等专科学校,Changchun Finance College,,否,否
长春科技学院,Changchun Sci-Tech University,,否,是
长春汽车职业技术大学,Changchun Technical University of Automobile,,否,否
长春人文学院,Changchun Humanities and Sciences College,,否,是
长春师范高等专科学校,Changchun Normal College,,否,否
长春数字科技职业学院,Changchun Digital Technology Vocational College,,否,是
长春信息技术职业学院,Changchun Information Technology College,,否,是
长春医学高等专科学校,Changchun Medical College,,否,否
长春医药职业学院,Changchun Medical Vocational College,,否,是
长春早期教育职业学院,Changchun Early Education Vocational Institute,,否,是
长春职业技术大学,Changchun Polytechnic University,,否,否
长江大学文理学院,Yangtze University College of Arts and Sciences,,是,否
长江工程职业技术学院,Changjiang Institute Of Technology,,否,否
长江艺术工程职业学院,Changjiang Polytechnic of Art And Engineering,,否,是
长江职业学院,Changjiang Polytechnic,,否,否
长沙电力职业技术学院,Changsha Electric Power Technical College,,否,否
长沙工业学院,Changsha Institute of Technology,,否,否
长沙轨道交通职业学院,Changsha Rail Transit Institute,,否,是
长沙航空职业技术学院,Changsha Aeronautical Vocational and Technical College,,否,否
长沙环境保护职业技术学院,Changsha Environmental Protection College,,否,否
长沙科技学院,Changsha University of Science and Engineering,,否,是
长沙科技职业学院,Changsha Vocational College of Science and Technology,,否,是
长沙理工大学城南学院,"Chengnan College, Changsha University of Science & Technology",,是,否
长沙民政职业技术学院,Changsha Social Work College,,否,否
长沙南方职业学院,Changsha Nanfang Professional College,,否,是
长沙商贸旅游职业技术学院,Changsha Commerce＆Tourism College,,否,否
长沙师范学院,Changsha Normal University,,否,否
长沙卫生职业学院,Changsha Health Vocational College,,否,否
长沙文创艺术职业学院,Changsha Cultural Creative and Arts Vocational College,,否,是
长沙医学院,Changsha Medical University,,否,是
长沙医药健康职业学院,Changsha Vocational College of Medicine and Health,,否,是
长沙幼儿师范高等专科学校,Changsha Preschool Education College,,否,否
长沙职业技术学院,Changsha Vocational & Technical College,,否,否
长垣烹饪职业技术学院,Changyuan Pengren Zhiye Jishu Xueyuan,,否,是
长治学院,Changzhi University,,否,否
长治医学院,Changzhi Medical College,,否,否
长治幼儿师范高等专科学校,Changzhi Preschool Education College,,否,否
长治职业技术学院,Changzhi Vocational and Technical College,,否,否
昭通卫生职业学院,Zhaotong Health Vocational College,,否,否
昭通学院,Zhaotong University,,否,否
昭通职业学院,Zhaotong Vocational College,,否,否
肇庆学院,Zhaoqing University,,否,否
肇庆医学院,Zhaoqing Medical College,,否,否
浙江安防职业技术学院,Zhejiang College Of Security Technology,,否,否
浙江财经大学东方学院,Zhejiang University of Finance and Economics Dongfang College,,是,否
浙江电力职业技术学院,Zhejiang Electric Power Vocational And Technical College,,否,否
浙江东方职业技术学院,Zhejiang Dongfang Polytechnic,,否,是
浙江纺织服装职业技术学院,Zhejiang Fashion Institute Of Technology,,否,否
浙江工贸职业技术学院,Zhejiang Industry & Trade Vocational College,,否,否
浙江工商大学杭州商学院,Zhejiang Gongshang University Hangzhou College of Commerce,,是,否
浙江工商职业技术学院,Zhejiang Business Technology Institute,,否,否
浙江工业大学之江学院,Zhijiang College of Zhejiang University of Technology,,是,否
浙江工业职业技术学院,Zhejiang Industry Polytechnic College,,否,否
浙江广厦建设职业技术大学,Zhejiang Guangsha Vocational and Technical University of Construction,,否,是
浙江国际海运职业技术学院,Zhejiang International Maritime College,,否,否
浙江横店影视职业学院,Hengdian College Of Film & Television,,否,是
浙江机电职业技术大学,Zhejiang Polytechnic University of Mechanical and Electrical Engineering,,否,否
浙江建设职业技术学院,Zhejiang College Of Construction,,否,否
浙江交通职业技术学院,Zhejiang Institute Of Communications,,否,否
浙江金华科贸职业技术学院,Zhejiang Jinhua Technology And Trade Polytechnic,,否,是
浙江金融职业学院,Zhejiang Financial College,,否,否
浙江经济职业技术学院,Zhejiang Technical Institute Of Economics,,否,否
浙江经贸职业技术学院,Zhejiang Institute Of Economics And Trade,,否,否
浙江警官职业学院,Zhejiang Police Vocational Academy,,否,否
浙江理工大学科技与艺术学院,Keyi College of Zhejiang Sci-Tech University,,是,否
浙江旅游职业学院,Tourism College Of Zhejiang China,,否,否
浙江农林大学暨阳学院,Jiyang College of Zhejiang A&F University,,是,否
浙江农业商贸职业学院,Zhejiang Agricultural Business College,,否,否
浙江汽车职业技术学院,Zhejiang Automotive Vocational And Technical College,,否,是
浙江商业职业技术学院,Zhejiang Business College,,否,否
浙江师范大学行知学院,Xingzhi College Zhejiang Normal University,,是,否
浙江树人学院,Zhejiang Shuren University,,否,是
浙江特殊教育职业学院,Zhejiang Vocational College Of Special Education,,否,否
浙江体育职业技术学院,Zhejiang College Of Sports,,否,否
浙江同济科技职业学院,Zhejiang Tongji Vocational College Of Science And Technology,,否,否
浙江药科职业大学,Zhejiang Pharmaceutical University,,否,否
浙江艺术职业学院,Zhejiang Vocational Academy Of Art,,否,否
